"","Year","CountryCode","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population, total","Population ages 15-64 (% of total population)","Urban population","Urban land area (sq. km)","CO2 emissions from transport (% of total fuel combustion)","Railways, passengers carried (million passenger-km)","Rail lines (total route-km)","Adjusted net national income per capita (constant 2010 US$)","GDP per capita (constant 2010 US$)","Public private partnerships investment in ICT (current US$)","Investment in ICT with private participation (current US$)","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Fixed broadband subscriptions (per 100 people)","Researchers in R&D (per million people)","Research and development expenditure (% of GDP)","CO2 emissions (metric tons per capita)","Urban population (% of total population)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Gross enrolment ratio, lower secondary, both sexes (%)","joinID","Registrations or Sales of New Vehicles","Vehicles in Use","Number of registered passenger cars (in thousand)","Number of taxis or taxicabs (in thousand)","Total number of registered motorcycles (in thousand)","Number of public buses (in thousand)","Number of traffic accident casualties (injuries) by road","Total number of registered buses (in thousand)","Total number of registered road motor vehicles (in thousand)","the total length of the road network and includes the length of the paved and unpaved portions (km)","Number of Charging Station","Number of Car Sharing","Number of Public Transport Node","Google Trends for Grab","Google Trends for Google Maps","Road accidents deaths (nbr)","Road accidents injury (nbr)","Road accidents deaths (per 1MM habitants)","Accidents involving casualities (nbr)","Road accidents deaths (per 1MM vehicles)","Infrastructure investment rail (eur)","Infrastructure investment road (eur)","Infrastructure investment inland total (percentage GDp)","Infrastructure investment sea (eur)","Infrastructure investment air (eur)","Infrastructure investment inland waterways (eur)","Infrastructure maintenance rail (eur)","Infrastructure maintenance road (eur)","Infrastructure maintenance air (eur)","Infrastructure maintenance sea (eur)","Infrastructure maintenance inland waterways (eur)","Passenger transport by rail (MM pkm)","Passenger transport by road (MM pkm)","Passenger transport by inland (MM pkm)","Country"
"895",2015,"SGP",100,100,4335049,2314018,2021032,5535002,78.3206357767099,5535002,NA,NA,NA,NA,41482.6875465469,54009.7389181265,NA,NA,147.2259695,79.012957,26.57653082,7006.63036,2.18198,11.1023602159493,100,86.0100021362305,NA,"SGP2015",76191,813.346,602,28,143,5,NA,18,957,NA,NA,NA,NA,1.25,55.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"896",2016,"SGP",100,100,4370443,2333172,2037279,5607283,77.9422580237773,5607283,NA,NA,NA,NA,43074.727813426,55042.7336676117,NA,NA,149.6506495,84.45226789,28.15711098,6934.91054,2.0801,6.69404629657536,100,85.870002746582,105.47527,"SGP2016",108061,NA,601,28,143,5,NA,18,956,NA,NA,NA,NA,1.08333333333333,54.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"897",2017,"SGP",100,100,4333088,2312149,2020947,5612253,77.2076444440396,5612253,NA,NA,NA,NA,45178.6935099864,57378.8619656214,NA,NA,146.8437245,84.45226789,25.85300281,6802.53716,1.94431,NA,100,85.3499984741211,104.2692,"SGP2017",116127,NA,612,23,142,5,NA,19,962,3500,NA,NA,NA,3.91666666666667,56.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"898",2018,"SGP",100,100,4299961,2292607,2007357,5638676,76.2583371703582,5638676,NA,NA,NA,NA,45874.6636338508,59073.4875764707,NA,NA,148.821563,88.16563603,25.94181953,NA,NA,NA,100,85.9700012207031,100.5632,"SGP2018",95206,NA,615,21,137,6,NA,19,957,NA,NA,NA,NA,8.5,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"899",2019,"SGP",NA,NA,4293383,2287093,2006294,5703569,75.2753673675391,5703569,NA,NA,NA,NA,NA,58829.635369588,NA,NA,155.6474064,88.94925269,25.91165882,NA,NA,NA,100,86.5400009155273,NA,"SGP2019",90900,NA,631,19,141,6,9833,20,973,NA,NA,NA,NA,6.58333333333333,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"900",2020,"SGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGP2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,4718,5.58333333333333,37.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore"
"901",2001,"SVK",100,99.9254608154297,3741715,1855112,1886598,5378867,69.5632512048166,3020933,NA,14.2933618843683,2805,3662,8716.87978375381,10675.9790783132,NA,NA,39.7654478,12.52832185,NA,1775.00263,0.62565,7.31713779128579,56.163,91.4800033569336,96.22201,"SVK2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,10839,116.19547387954,8181,NA,1.69e+08,2.01e+08,1.0795702018604,NA,4e+06,1e+06,5e+06,6.8e+07,1e+06,NA,4e+06,2805,32309,35114,"Slovak Republic"
"902",2002,"SVK",100,99.8642807006836,3769282,1869386,1899887,5376912,70.1012310462615,3011770,NA,16.644076985633,2682,3657,9086.91165652985,11161.4631155698,NA,NA,54.13549916,40.14,0.075609403,1700.14677,0.56389,7.30002053223114,56.013,91.5199966430664,96.35272,"SVK2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,10263,116.42370193152,7866,NA,2.41e+08,2.6e+08,1.3447809373284,NA,3e+06,1e+06,9e+06,6.9e+07,2e+06,NA,4e+06,2682,33214,35896,"Slovak Republic"
"903",2003,"SVK",100,99.811767578125,3794190,1882472,1911701,5373374,70.6109484106363,3001728,NA,15.0534759358289,2316,3657,9086.11823222451,11782.994334034,NA,NA,68.12753874,43.04,0.415957231,1782.83258,0.56247,7.34986807171807,55.863,90.4899978637695,95.96004,"SVK2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,11321,121.5251348594,8551,NA,9.1e+07,2.1e+08,0.72807052775807,NA,6e+06,1e+06,8e+06,7.2e+07,2e+06,NA,3e+06,2316,32981,35297,"Slovak Republic"
"904",2004,"SVK",100,99.7770462036133,3819379,1896002,1923369,5372280,71.0941997044105,2993058,NA,16.3766915216791,2228,3660,9776.63576127117,12407.5305937219,NA,NA,79.1787946,52.89,1.45876008,1985.00569,0.50149,7.21280145487577,55.713,87.8899993896484,95.87132,"SVK2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,11190,113.17355015003,8443,NA,9.1e+07,2.4e+08,0.71900059783167,NA,1.1e+07,1e+06,9e+06,8.2e+07,2e+06,NA,2e+06,2228,32214,34442,"Slovak Republic"
"905",2005,"SVK",100,99.7654571533203,3843700,1909490,1934207,5372807,71.5398864559731,2985293,NA,17.4765100671141,2182,3626,10623.6064702143,13228.0411985263,NA,NA,84.09714977,55.19,3.362460532,2022.72177,0.49401,7.32539080596046,55.563,87.3199996948242,95.85856,"SVK2005",75033,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,10490,111.6734697524,7903,NA,1.6e+08,3.6e+08,1.0319761269259,NA,2.8e+07,1e+06,1e+07,1e+08,2e+06,NA,2e+06,2182,33564,35746,"Slovak Republic"
"906",2006,"SVK",100,99.7746963500977,3857447,1917111,1940323,5373054,71.7924571464136,2977317,NA,16.7534960241294,2213,3626,11545.1743552168,14350.8624874466,NA,NA,90.63768078,56.08,5.642405087,2181.25825,0.47563,7.27796296110182,55.412,87.3499984741211,95.13919,"SVK2006",83519,1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,10692,113.1572472564,7988,NA,2.25e+08,4.11e+08,1.1302056326645,NA,1.4e+07,1e+06,1e+07,1.3e+08,1e+06,NA,1e+06,2213,33736,35949,"Slovak Republic"
"907",2007,"SVK",100,99.8005142211914,3869817,1924420,1945372,5374622,72.0016626249469,2970070,NA,18.7447464275707,2165,3629.15,12881.9429165466,15900.7117993952,NA,NA,112.3987625,61.8,10.12586012,2288.36911,0.44824,6.84327381534925,55.261,87.1100006103516,93.8774,"SVK2007",89094,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,11310,122.98539320533,8500,NA,2.87e+08,5.2e+08,1.2776396034207,NA,1.6e+07,0,1.5e+07,1.56e+08,2e+06,NA,1e+06,2165,33731,35896,"Slovak Republic"
"908",2008,"SVK",100,99.8386764526367,3881205,1931562,1949619,5379233,72.15164507125,2964549,NA,20.6945228684359,2296,3622.039,13592.6128642503,16772.7687057589,NA,NA,102.234927,66.05,11.19923043,2331.25303,0.46204,7.01055856847993,55.111,86.2300033569336,93.33145,"SVK2008",102378,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,11040,112.65546593724,8343,NA,2.14e+08,5.66e+08,1.1386410842056,NA,3e+07,1e+06,1.5e+07,1.61e+08,3e+06,NA,4e+06,2296,32962,35258,"Slovak Republic"
"909",2009,"SVK",100,99.8849487304688,3890304,1937777,1952511,5386406,72.2244861421256,2960369,NA,19.3865030674847,2264,3622.686,12671.0320454852,15836.6072295887,NA,NA,101.7878775,70,14.34982494,2460.58573,0.47326,6.31907323733116,54.96,84.3300018310547,92.92576,"SVK2009",92761,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,8534,71.29057854161,6465,NA,1.75e+08,6.62e+08,1.3089838620388,NA,5.6e+07,2e+06,1.5e+07,1.92e+08,3e+06,NA,2e+06,2264,31715,33979,"Slovak Republic"
"910",2010,"SVK",100,99.9330368041992,3893288,1941116,1952174,5391428,72.2125591242815,2948302,NA,20.6886574074074,2309,3622.418,13091.5504984291,16750.7974416083,NA,NA,109.6352641,75.71,16.22696693,2809.39564,0.61614,6.72195956247584,54.685,84.0299987792969,93.32512,"SVK2010",73820,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,8150,65.474304766752,6570,NA,2.73e+08,3.42e+08,0.90758275700849,NA,7e+07,3e+06,1.2e+07,1.75e+08,5e+06,NA,2e+06,2309,32021,34330,"Slovak Republic"
"911",2011,"SVK",100,99.9709091186523,3887870,1939357,1948502,5398384,72.0191416538961,2937801,NA,21.6742770167428,2431,3624.077,13024.4988243501,17205.5306807578,NA,NA,110.6143222,74.43999717,17.62080054,2833.44029,0.66326,6.39539628896351,54.42,84,95.00877,"SVK2011",77904,2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,7057,60.203201550686,5775,NA,2.89e+08,4.32e+08,1.0138400826226,NA,3.3e+07,1e+06,6e+06,1.57e+08,2e+06,NA,2e+06,2431,32225,34656,"Slovak Republic"
"912",2012,"SVK",100,99.9921569824219,3882636,1937887,1944728,5407579,71.7999020847888,2935234,NA,20.7106274007682,2459,3631.386,13361.4133342657,17502.0642069709,NA,NA,112.5501557,76.70999012,19.30769033,2820.16861,0.80495,6.06648224649145,54.28,84.4800033569336,95.80894,"SVK2012",78189,2125.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,6438,65.093824796642,5370,NA,2.16e+08,3.11e+08,0.7185255007558,NA,3.1e+07,1e+06,9e+06,1.93e+08,3e+06,NA,3e+06,2459,32235,34694,"Slovak Republic"
"913",2013,"SVK",100,99.9990539550781,3871841,1933888,1937932,5413393,71.5233620296124,2930811,NA,20.3587161736941,2485,3631.306,13410.8357379627,17599.7990391385,NA,NA,114.5099023,77.8826,20.45585123,2716.36795,0.82362,6.11280355961594,54.14,84.3899993896484,95.68551,"SVK2013",75204,2198.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,6311,46.366484014739,5113,108.60568046651,3.24e+08,3.6e+08,0.92125805655301,NA,4e+06,1e+06,7e+06,2.04e+08,1e+06,NA,4e+06,2485,32321,34806,"Slovak Republic"
"914",2014,"SVK",100,100,3855758,1927530,1928218,5418649,71.1571777424968,2926070,NA,20.6614387998636,2583,3627.102,13705.7357110347,18047.191052246,NA,NA,117.486212,79.98,21.94251661,2715.55258,0.88008,5.66158132774424,54,84.5500030517578,96.69539,"SVK2014",81960,2282.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,6617,54.441614505756,5391,123.28405314504,2.76e+08,5.5e+08,1.0831954991103,NA,5e+06,0,8e+06,1.81e+08,1e+06,NA,9e+06,2583,32532,35115,"Slovak Republic"
"915",2015,"SVK",100,100,3834363,1918798,1915563,5423801,70.6951251662417,2922832,NA,NA,3411,3626.369,14194.9368597168,18898.1769875395,NA,NA,122.8114558,77.63468203,23.43456881,2650.20804,1.17171,5.76775899410764,53.889,84.8499984741211,96.24098,"SVK2015",90091,2378.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,6749,57.15548929616,5502,124.13635136834,295500000,1133782000,1.7920841190519,NA,4200000,52000,10500000,201025000,1900000,NA,3656000,3411,32799,36210,"Slovak Republic"
"916",2016,"SVK",100,100,3811923,1909476,1902458,5430798,70.1908470098234,2922095,NA,NA,3595,3626.297,14397.347768049,19276.3561049191,NA,NA,128.4435529,80.47585728,24.55972553,2253.26171,0.78895,5.97032222520521,53.806,84.5699996948242,95.60214,"SVK2016",100600,NA,NA,NA,NA,NA,NA,NA,NA,56926,NA,NA,NA,NA,NA,275,6941,50.637125520043,5602,105.87877457831,131600000,751418000,1.0897543143384,NA,4800000,1e+05,9500000,2.15e+08,2400000,NA,3e+05,3595,33665,37260,"Slovak Republic"
"917",2017,"SVK",100,100,3784686,1897989,1886716,5439232,69.5812514914004,2923642,NA,NA,3873,3626.441,14893.7009210024,19832.1902249211,NA,NA,130.6513152,81.62566752,25.78518328,2416.22368,0.88267,NA,53.751,84.7399978637695,95.07118,"SVK2017",103689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,6884,50.742457758742,5638,101.65465042402,231100000,749613000,1.1615814090941,NA,3500000,1069000,13100000,2.3e+08,2700000,NA,7070000,3873,34050,37923,"Slovak Republic"
"918",2018,"SVK",100,100,3754166,1885013,1869171,5446771,68.9246167348919,2926332,NA,NA,3915,3626.611,15283.6982492103,20551.10771133,NA,NA,132.801823,80.44892248,27.65439443,2995.95783,0.83252,NA,53.726,85.1900024414063,94.65468,"SVK2018",111865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,6915,47.734703735479,5689,91.854745145477,279400000,768840000,1.1715555761296,NA,2900000,1543000,15100000,295700000,2200000,NA,1830000,3915,34699,38614,"Slovak Republic"
"919",2019,"SVK",NA,NA,3725126,1872811,1852326,5454073,68.2998922670699,2930459,NA,NA,NA,3629.154,NA,20999.1300367905,NA,NA,135.5967816,82.8536605,29.04687968,NA,NA,NA,53.729,84.9499969482422,NA,"SVK2019",113863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,6565,49.504287896403,5410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093,34803,38896,"Slovak Republic"
"920",2020,"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SVK2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovak Republic"
"921",2001,"SVN",100,99.9254608154297,1398407,710756,687661,1992060,70.1990630256392,1011568,NA,24.7983870967742,715,1229,15655.8245252829,19088.8866685058,NA,NA,73.96799233,30.17591047,0.27673499,2263.18906,1.46773,7.6117411122155,50.78,82.9199981689453,99.37679,"SVN2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,12673,139.5540294971,9199,NA,1.5e+07,2.84e+08,1.413865230631,6e+06,2e+06,NA,5e+06,6.6e+07,NA,NA,NA,715,24194,24909,"Slovenia"
"922",2002,"SVN",100,99.8642807006836,1402767,712634,690123,1994530,70.3307104681958,1014358,NA,25.1822398939695,749,1229,16303.4774185538,19733.598176412,NA,NA,83.89582276,27.83888542,2.854925886,2335.87132,1.43874,7.73101181732037,50.857,83.75,99.8567,"SVN2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,13930,134.3674950991,10199,NA,2e+07,3.37e+08,1.5160127444779,4e+06,1e+06,NA,3e+06,6.8e+07,NA,2e+06,NA,749,24626,25375,"Slovenia"
"923",2003,"SVN",100,99.811767578125,1406390,714012,692336,1995733,70.4698314068079,1019460,NA,25.7849031396126,777,1229,16828.8862805036,20305.5167815737,NA,NA,87.48826629,31.85479301,2.917305125,1899.02518,1.24528,7.7722871746872,51.082,85.9899978637695,99.3269,"SVN2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,16703,121.25870544807,11676,223.04147465438,2.1e+07,4.7e+08,1.9169741324643,6e+06,2e+06,NA,3e+06,7.5e+07,NA,1e+06,NA,777,24777,25554,"Slovenia"
"924",2004,"SVN",100,99.7770462036133,1408884,715180,693658,1997012,70.5496170778938,1024627,NA,26.509186351706,764,1229,17324.8753859953,21177.1016909625,NA,NA,92.8859695,40.81,5.781716814,2024.89973,1.36806,7.88482893442804,51.308,84.379997253418,96.46976,"SVN2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,18723,137.20498424646,12721,250.22831050228,5.9e+07,4.96e+08,2.0088178780013,4e+06,3e+06,NA,3e+06,7.7e+07,NA,1e+06,NA,764,25260,26024,"Slovenia"
"925",2005,"SVN",100,99.7654571533203,1410908,716797,694111,2000474,70.5286680140513,1030904,NA,27.8964401294498,777,1228,17791.2336317397,21943.3614279765,NA,NA,88.18311599,46.81,9.857261441,2633.11438,1.41229,7.93167469309774,51.533,84.8600006103516,95.103,"SVN2005",67856,1036.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,14314,128.96943424408,10309,229.74176313446,4.2e+07,4.5e+08,1.6899339834502,2e+06,1e+06,NA,7e+06,9.9e+07,NA,1e+06,NA,777,25571,26348,"Slovenia"
"926",2006,"SVN",100,99.7746963500977,1413518,719718,693763,2006868,70.4340226624651,1038715,NA,28.7792536369386,793,1228,18691.4344954592,23130.3837535956,NA,NA,90.86819514,54.01,13.97372193,2924.94619,1.53291,8.09460811573058,51.758,83.8000030517578,93.31825,"SVN2006",67836,1061.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,16075,130.55168551195,11223,221.28378378378,1.3e+07,5.73e+08,1.8620707092499,3e+06,1.1e+07,NA,8e+06,1.4e+08,NA,2e+06,NA,793,26139,26932,"Slovenia"
"927",2007,"SVN",100,99.8005142211914,1417132,723796,693308,2018122,70.2203349902938,1049080,NA,32.6776649746193,812,1228,19913.5962965888,24606.9323697247,NA,NA,95.83990601,56.74,17.13005897,3106.17966,1.42382,8.04946876353362,51.983,84.1100006103516,96.74904,"SVN2007",78398,1103.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,16037,145.18448339595,11414,243.96336386345,6.2e+07,6.66e+08,2.075643745654,7e+06,2.4e+07,NA,7e+07,1.39e+08,NA,1e+06,NA,812,27590,28402,"Slovenia"
"928",2008,"SVN",100,99.8386764526367,1413361,724391,688972,2021316,69.9228195815036,1055309,NA,36.0714285714286,834,1228,20327.7905466308,25430.3491139216,NA,NA,101.5742057,58,21.02239587,3475.93636,1.62564,8.58644120958821,52.209,85.879997253418,98.3083,"SVN2008",81631,1142.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,12409,105.87162027115,8938,170.51792828685,9.6e+07,6.94e+08,2.0830203474411,1e+07,5e+06,NA,1.12e+08,1.48e+08,NA,1e+06,NA,834,28024,28858,"Slovenia"
"929",2009,"SVN",100,99.8849487304688,1419821,730079,689757,2039669,69.6103459330398,1069460,NA,33.5978835978836,840,1228,18850.4116249021,23299.2045847203,NA,NA,103.2761761,64,22.07833203,3661.11975,1.81629,7.49160231390485,52.433,83.8099975585938,98.19481,"SVN2009",63286,1156.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,12114,83.837132397463,8589,130.73394495413,7.2e+07,4.06e+08,1.3184414870882,5.4e+07,1.3e+07,NA,1.02e+08,1.51e+08,NA,2e+06,NA,840,28971,29811,"Slovenia"
"930",2010,"SVN",100,99.9330368041992,1420088,732147,687941,2048583,69.32047919653,1078743,2509.15625,33.7216828478964,813,1228.05,18508.7313234754,23509.5431355463,NA,NA,103.8472851,70,23.02738119,3769.81379,2.05763,7.48585436860503,52.658,82.7399978637695,96.82663,"SVN2010",66871,1160.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,10316,67.363636230507,7560,103.62227428365,1.31e+08,2.21e+08,0.96799273182657,1.3e+07,7e+06,NA,6.8e+07,1.37e+08,NA,2e+06,NA,813,28819,29632,"Slovenia"
"931",2011,"SVN",100,99.9709091186523,1414614,729816,684839,2052843,68.9100062546099,1085605,NA,36.098509397278,773,1209.14,18424.7211452432,23662.8308211644,NA,NA,105.71646,67.33999481,24.10057686,4277.31468,2.42358,7.38457738852898,52.883,83.1900024414063,96.22397,"SVN2011",67451,1166.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,9673,68.685233113297,7218,105.41874793929,1.06e+08,1.12e+08,0.5882580006225,6e+06,3e+06,NA,8.1e+07,1.22e+08,NA,3e+06,NA,773,NA,NA,"Slovenia"
"932",2012,"SVN",100,99.9921569824219,1410613,727834,682823,2057159,68.5709120755284,1092516,NA,37.5252185608608,742,1209.14,17475.6431229699,22989.9297131691,NA,NA,108.9092697,68.34997453,24.75120552,4317.18374,2.57319,7.13378693625529,53.108,83.7600021362305,95.76182,"SVN2012",57042,1166.222,NA,NA,NA,NA,NA,NA,NA,38985,NA,NA,NA,NA,NA,130,9148,63.193948547487,6864,96.18963268139,7.2e+07,1.02e+08,0.47995667811722,5e+06,4e+06,NA,8.7e+07,1.2e+08,NA,3e+06,NA,742,NA,NA,"Slovenia"
"933",2013,"SVN",100,99.9990539550781,1405720,725154,680597,2059953,68.2403749678883,1098614,NA,37.2011251758087,760,1209.09,17400.1876938692,22722.4370816937,NA,NA,110.6859547,72.6756,25.42864898,4220.32756,2.5801,6.74316161582327,53.332,83.120002746582,99.0596,"SVN2013",59782,1164.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,8742,60.680996119814,6542,92.668099933279,1.4e+08,1.04e+08,0.66933058961192,8e+06,4e+06,NA,7.1e+07,1.23e+08,NA,2e+06,NA,760,NA,NA,"Slovenia"
"934",2014,"SVN",100,100,1398718,721333,677396,2061980,67.8337189865189,1104335,NA,41.5360501567398,697,1209.05,18191.1186893354,23328.4749402113,NA,NA,112.522346,71.59,26.88359013,4147.06155,2.36743,6.05363194599366,53.557,81.4300003051758,100.09557,"SVN2014",61934,1172.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,8220,52.376841676447,6264,79.916649894036,2.7e+08,1.28e+08,1.0575461337229,2.3e+07,1e+06,NA,1.01e+08,1.13e+08,NA,3e+06,NA,697,NA,NA,"Slovenia"
"935",2015,"SVN",100,100,1389102,716231,672871,2063531,67.3167571054254,1109788,NA,NA,709,1209.044,18253.6269673925,23826.1315045936,NA,NA,113.6504025,73.09865997,27.47326549,3814.21582,2.19504,6.07218355333649,53.781,83.5,101.40795,"SVN2015",68973,1187.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,8710,58.152748856208,6585,87.415707582803,3.76e+08,1.02e+08,1.2302896055145,1.6e+07,1e+06,NA,1.1e+08,1.26e+08,NA,2e+06,NA,709,NA,NA,"Slovenia"
"936",2016,"SVN",100,100,1378214,710442,667773,2065042,66.7402529155679,1115536,NA,NA,680,1209.044,19126.24079643,24568.6363439257,NA,NA,115.0200317,75.49850426,28.41197372,3914.26133,2.01191,6.11746153347002,54.02,85.8099975585938,100.04857,"SVN2016",76213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,8456,62.952714763186,6495,93.175870889779,84400000,1e+08,0.45681377908508,2.5e+07,0,NA,89800000,1.38e+08,NA,4e+06,NA,680,NA,NA,"Slovenia"
"937",2017,"SVN",100,100,1365356,703667,661685,2066388,66.0745022380146,1121491,NA,NA,650,1209.05,20379.5798629337,25729.5752995852,NA,NA,117.6641813,78.88542636,28.9839019,4479.40035,1.86581,NA,54.273,85.4199981689453,100.07776,"SVN2017",71264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,7901,50.329366992065,6185,73.042068719945,1e+08,1.2e+08,0.51178191881878,1.4e+07,1e+06,NA,1.33e+08,2.03e+08,0,2e+06,NA,650,NA,NA,"Slovenia"
"938",2018,"SVN",100,100,1355732,698596,657136,2073894,65.3713452980191,1131123,NA,NA,NA,1209,21308.3210027215,26760.4835146751,NA,NA,118.6742271,79.7499766,29.48956054,4854.56751,1.94221,NA,54.541,84.8000030517578,98.48668,"SVN2018",85571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,7688,43.878809620935,6014,61.632739311122,1.53e+08,2.19e+08,0.81302913457776,3e+06,1e+06,NA,1.23e+08,2.29e+08,0,3e+06,NA,656,NA,NA,"Slovenia"
"939",2019,"SVN",NA,NA,1351070,696137,654936,2087946,64.7080755142511,1144894,NA,NA,NA,NA,NA,27426.7941065029,NA,NA,120.8464227,83.1083578,30.20892366,NA,NA,NA,54.822,86.3300018310547,NA,"SVN2019",84503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,7571,48.85183812225,6025,67.312115058842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,NA,NA,"Slovenia"
"940",2020,"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SVN2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slovenia"
"941",2001,"SWE",100,99.9254608154297,5747618,2919868,2827720,8895960,64.6093025540154,7478923,NA,41.3294232649071,8732,9865,38497.3820704598,45470.859389143,NA,NA,80.67169016,51.76566494,6.597141561,5169.30131,3.90785,5.74702606576468,84.071,89.3099975585938,110.24181,"SWE2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,22330,65.535366615857,15796,117.04477012648,556846051.62224,1007379236.5785,0.57825700923941,NA,348325896.4746,NA,300787622.76219,754994219.77808,36842162.127122,NA,NA,8732,114464,123196,"Sweden"
